Unnamed: 0,participant,correct_resp,resp,stim_interval,rt,vivid_report,correct,participant_hr,stim_hr,resp_hr,dur_hr,viv_hr
154,g,1.0,2.0,0.275,2.534655041003134,2.0,0.0,0.54,0.7614678899082569,0.7346938775510204,0.5454545454545454,0.5421686746987951
155,g,2.0,1.0,0.025,5.303463707969058,2.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5454545454545454,0.5421686746987951
156,g,1.0,1.0,0.275,2.2392961240257137,2.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.5454545454545454,0.5421686746987951
157,g,1.0,2.0,0.275,4.02527037501568,2.0,0.0,0.54,0.7614678899082569,0.7346938775510204,0.5454545454545454,0.5421686746987951
158,g,2.0,2.0,0.05,1.3368389579700306,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.5789473684210527,0.6666666666666666
159,g,2.0,1.0,0.2,1.302795291005168,2.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.625,0.5421686746987951
160,g,1.0,1.0,0.175,2.015407792001497,2.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.6666666666666666,0.5421686746987951
161,g,1.0,1.0,0.1,1.2456305410014463,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.5384615384615384,0.6666666666666666
162,g,2.0,2.0,0.1,1.8186927079805173,3.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.5384615384615384,0.6666666666666666
163,g,1.0,1.0,0.475,0.6369030000059865,4.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.6153846153846154,0.7647058823529411
164,g,1.0,1.0,0.5,3.091284250025637,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.8333333333333334,0.6666666666666666
165,g,1.0,1.0,0.375,1.378865207952913,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.875,0.6666666666666666
166,g,1.0,1.0,0.125,0.8954469989985228,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.5789473684210527,0.6666666666666666
167,g,2.0,1.0,0.25,2.146446415979881,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.7333333333333333,0.6666666666666666
