trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12,0,12,0,19.548006375029217,,201.09393250005087,None,,,,,,,0.47500000000000003,1,200.61071254103445,None,1,2.1679805829771794,202.09355495800264,None,202.09355495800264,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,13,0,13,0,19.548006375029217,,205.39430570800323,None,,,,,,,0.1,2,205.29357058304595,None,2,7.102415708010085,206.3942362080561,None,206.3942362080561,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,14,0,14,0,19.548006375029217,,214.99431008304236,None,,,,,,,0.45000000000000007,1,214.54284287500195,None,2,1.2359321659896523,215.9937409160193,None,215.9937409160193,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,15,0,15,0,19.548006375029217,,218.3440230000415,None,,,,,,,0.07500000000000001,1,218.26101150002796,None,1,6.356456582958344,219.34368462505518,None,219.34368462505518,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,16,0,16,0,19.548006375029217,,227.16110566601856,None,,,,,,,0.42500000000000004,2,226.72788766602753,None,1,1.0023102080449462,228.16078520804876,None,228.16078520804876,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,17,0,17,0,19.548006375029217,,230.42850350000663,None,,,,,,,0.225,2,230.19419937505154,None,1,2.8004370409762487,231.42782216600608,None,231.42782216600608,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,18,0,18,0,19.548006375029217,,235.44527591601945,None,,,,,,,0.17500000000000002,2,235.26134287501918,None,2,1.3953192080371082,236.44517654104857,None,236.44517654104857,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,19,0,19,0,19.548006375029217,,239.1949669160531,None,,,,,,,0.32500000000000007,2,238.8613327910425,None,2,4.139327623997815,240.19479562505148,None,240.19479562505148,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,20,0,20,0,19.548006375029217,,245.5955114160315,None,,,,,,,0.225,1,245.36221154103987,None,1,0.5376422079862095,246.59559545799857,None,246.59559545799857,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,21,0,21,0,19.548006375029217,,248.41223912499845,None,,,,,,,0.25,2,248.1618131660507,None,1,1.0064830830087885,249.41168958303751,None,249.41168958303751,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,22,0,22,0,19.548006375029217,,251.52968000003602,None,,,,,,,0.07500000000000001,2,251.4452116660541,None,2,0.7647393749793991,252.52864175004652,None,252.52864175004652,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,23,0,23,0,19.548006375029217,,254.56259008304914,None,,,,,,,0.25,1,254.3123038750491,None,1,0.39555983303580433,255.5619297910016,None,255.5619297910016,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
