trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,vivid_report,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_7.started,text_7.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,3,0.6004809989826754,181.25536437501432,None,181.25536437501432,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,20,0,20,0,15.840487250010483,,183.35561441699974,None,,,,,,,,,0.47500000000000003,2,182.8731793750194,None,1,2.9197737489594147,184.35533508303342,None,184.35533508303342,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,4,0.631562541006133,187.3051254170132,None,187.3051254170132,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,21,0,21,0,15.840487250010483,,189.37241900002118,None,,,,,,,,,0.4,2,188.95748587499838,None,2,0.6844998320448212,190.37208991701482,None,190.37208991701482,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,5,2.9899967910023406,191.08858512504958,None,191.08858512504958,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,22,0,22,0,15.840487250010483,,195.13936220802134,None,,,,,,,,,0.025,1,195.107611708052,None,1,5.660993541008793,196.13885920803295,None,196.13885920803295,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,3,1.2768261239980347,201.82310229202267,None,201.82310229202267,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,23,0,23,0,15.840487250010483,,204.2890649170149,None,,,,,,,,,0.15,2,204.12433229200542,None,2,0.5534213740029372,205.28945316700265,None,205.28945316700265,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,5,1.2016504160128534,205.8721133750514,None,205.8721133750514,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,24,0,24,0,15.840487250010483,,208.27278825000394,None,,,,,,,,,0.15,2,208.10784887504997,None,2,1.5172544989618473,209.2725897920318,None,209.2725897920318,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,4,0.6164575410075486,210.80641125002876,None,210.80641125002876,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,25,0,25,0,15.840487250010483,,212.5731227080105,None,,,,,,,,,0.125,2,212.4415942080086,None,1,0.5521852079546079,213.57256375002908,None,213.57256375002908,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,4,0.7179943739902228,214.15563870803453,None,214.15563870803453,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,26,0,26,0,15.840487250010483,,216.1729734170367,None,,,,,,,,,0.25,2,215.90812637499766,None,1,0.5048060819972306,217.17294625000795,None,217.17294625000795,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,5,0.4761093740235083,217.70665233302861,None,217.70665233302861,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,27,0,27,0,15.840487250010483,,219.48960112500936,None,,,,,,,,,0.275,1,219.20817233301932,None,1,0.3781550829880871,220.48964291700395,None,220.48964291700395,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,4,0.49627662397688255,220.88950175000355,None,220.88950175000355,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,28,0,28,0,15.840487250010483,,222.53975791705307,None,,,,,,,,,0.125,2,222.40730216703378,None,2,0.27529195800889283,223.53947570803575,None,223.53947570803575,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,5,0.49503883300349116,223.83983970800182,None,223.83983970800182,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,29,0,29,0,15.840487250010483,,225.48969495802885,None,,,,,,,,,0.125,1,225.35788904200308,None,2,1.0411867910297588,226.48959075001767,None,226.48959075001767,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,5,0.7297158330329694,227.55607191700255,None,227.55607191700255,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,30,0,30,0,15.840487250010483,,229.65649937500712,None,,,,,,,,,0.35000000000000003,1,229.30792362504872,None,1,0.5552512489957735,230.65645079204114,None,230.65645079204114,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,3,0.44026833202224225,231.240431458049,None,231.240431458049,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,31,0,31,0,15.840487250010483,,232.8398996250471,None,,,,,,,,,0.125,2,232.70859004202066,None,1,0.4019421659759246,233.83972737501608,None,233.83972737501608,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,4,0.34080370800802484,234.2729170420207,None,234.2729170420207,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,32,0,32,0,15.840487250010483,,236.0233598750201,None,,,,,,,,,0.37500000000000006,2,235.6416910830303,None,2,0.8363942069699988,237.02331550000235,None,237.02331550000235,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,4,0.5383463319740258,237.89031708304537,None,237.89031708304537,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,33,0,33,0,15.840487250010483,,239.52356875000987,None,,,,,,,,,0.05,2,239.4589785830467,None,1,1.0305869579897262,240.52303883305285,None,240.52303883305285,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,5,0.5166898739989847,241.57308445801027,None,241.57308445801027,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,34,0,34,0,15.840487250010483,,243.62389000004623,None,,,,,,,,,0.5,2,243.1085772080114,None,1,0.9760731659480371,244.62364479200915,None,244.62364479200915,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,4,0.3958068329957314,245.62393333303044,None,245.62393333303044,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,35,0,35,0,15.840487250010483,,247.55684020800982,None,,,,,,,,,0.5,1,247.04158045799704,None,1,0.3210244569927454,248.55663333303528,None,248.55663333303528,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,5,0.32641845697071403,248.90731087501626,None,248.90731087501626,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,36,0,36,0,15.840487250010483,,250.5736298750271,None,,,,,,,,,0.30000000000000004,2,250.2589133750298,None,2,1.0206817080033943,251.57300720800413,None,251.57300720800413,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,2,0.7155647500185296,252.62311833305284,None,252.62311833305284,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,37,0,37,0,15.840487250010483,,254.68981591705233,None,,,,,,,,,0.32500000000000007,2,254.35835762502393,None,2,0.29049545800080523,255.69012416701298,None,255.69012416701298,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,4,0.6009063749806955,256.0067785420106,None,256.0067785420106,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,38,0,38,0,15.840487250010483,,257.89022341702366,None,,,,,,,,,0.25,2,257.6417104170541,None,2,0.6482042070128955,258.89042370801326,None,258.89042370801326,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,3,0.9880016660317779,259.5566388750449,None,259.5566388750449,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,39,0,39,0,15.840487250010483,,261.79071487503825,None,,,,,,,,,0.2,1,261.5758801670163,None,1,0.34039104101248085,262.7902018750319,None,262.7902018750319,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,5,0.3763804990448989,263.1561917080544,None,263.1561917080544,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,40,0,40,0,15.840487250010483,,264.59047429205384,None,,,,,,,,,0.025,2,264.5582462500315,None,1,1.3512948320130818,265.5902327920194,None,265.5902327920194,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,5,0.7087302079889923,266.9739049170166,None,266.9739049170166,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,41,0,41,0,15.840487250010483,,269.09033600002294,None,,,,,,,,,0.37500000000000006,1,268.70858037500875,None,1,0.26902891596546397,270.0905339580495,None,270.0905339580495,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,5,0.5398815000080504,270.3906861670548,None,270.3906861670548,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,42,0,42,0,15.840487250010483,,272.3409840830136,None,,,,,,,,,0.37500000000000006,2,271.95861308299936,None,2,1.0934938740101643,273.3402080000378,None,273.3402080000378,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,5,0.528250374016352,274.45736991701415,None,274.45736991701415,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,43,0,43,0,15.840487250010483,,276.42382145801093,None,,,,,,,,,0.4,2,276.00911979202647,None,2,1.083893832983449,277.4238014170551,None,277.4238014170551,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,5,0.35214833298232406,278.524339125026,None,278.524339125026,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,44,0,44,0,15.840487250010483,,279.9405492080259,None,,,,,,,,,0.025,1,279.9088905000244,None,1,0.5071233329945244,280.94038891704986,None,280.94038891704986,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,5,0.3362515830085613,281.47427425003843,None,281.47427425003843,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,45,0,45,0,15.840487250010483,,283.2741540000425,None,,,,,,,,,0.42500000000000004,1,282.8426457500318,None,1,0.25091608200455084,284.2736421250156,None,284.2736421250156,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,5,0.29117916600080207,284.54031704203226,None,284.54031704203226,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,46,0,46,0,15.840487250010483,,286.2908663750277,None,,,,,,,,,0.42500000000000004,1,285.85914366703946,None,1,0.2570084580220282,287.2905115419999,None,287.2905115419999,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,5,0.4090789569891058,287.5743967080489,None,287.5743967080489,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,47,0,47,0,15.840487250010483,,289.32389625004726,None,,,,,,,,,0.30000000000000004,1,289.02204508305294,None,1,0.24353649897966534,290.32398354203906,None,290.32398354203906,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,5,0.27453737502219155,290.591004292015,None,290.591004292015,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,48,0,48,0,15.840487250010483,,292.0237461250508,None,,,,,,,,,0.125,1,291.8928317500395,None,1,1.0435091240215115,293.0239975830191,None,293.0239975830191,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,5,0.3906469159992412,294.09080254205037,None,294.09080254205037,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,49,0,49,0,15.840487250010483,,295.6909308330505,None,,,,,,,,,0.17500000000000002,1,295.50917420804035,None,1,0.25952633301494643,296.6929980420391,None,296.6929980420391,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,5,0.2769357489887625,296.9746320420527,None,296.9746320420527,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.2737330420059,None,,,,,,,
