trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,7.158429500006605,,41.539615334011614,None,,,,,,,0.15,3,41.388657375006005,None,3,0.26090858300449327,42.5394215839915,None,42.5394215839915,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,8,0,8,0,7.158429500006605,,44.10645204200409,None,,,,,,,0.275,1,43.82306912500644,None,1,0.2346085419994779,45.10656333400402,None,45.10656333400402,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,9,0,9,0,7.158429500006605,,46.706251750001684,None,,,,,,,0.32500000000000007,1,46.37342704201001,None,1,0.2739689160080161,47.70624033399508,None,47.70624033399508,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,10,0,10,0,7.158429500006605,,49.406451374990866,None,,,,,,,0.4,3,49.00674845901085,None,3,0.5569989580253605,50.40627987499465,None,50.40627987499465,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,11,0,11,0,7.158429500006605,,52.33993512499728,None,,,,,,,0.35000000000000003,3,51.98913500001072,None,3,0.26710337499389425,53.34017470901017,None,53.34017470901017,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,12,0,12,0,7.158429500006605,,55.09009679200244,None,,,,,,,0.45000000000000007,1,54.63945879199309,None,1,0.2899623330158647,56.09040612500394,None,56.09040612500394,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,13,0,13,0,7.158429500006605,,57.706949958985206,None,,,,,,,0.30000000000000004,1,57.40641979200882,None,1,0.27863858299679123,58.70700541700353,None,58.70700541700353,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,14,0,14,0,7.158429500006605,,60.15711879200535,None,,,,,,,0.15,2,60.00651341699995,None,2,0.31142458398244344,61.15635487498366,None,61.15635487498366,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,15,0,15,0,7.158429500006605,,62.59032699998352,None,,,,,,,0.1,3,62.4903806670045,None,3,0.2753074160136748,63.59032245900016,None,63.59032245900016,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,16,0,16,0,7.158429500006605,,65.12353549999534,None,,,,,,,0.225,3,64.8904786669882,None,1,0.5435917919967324,66.12408891698578,None,66.12408891698578,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
